KO	Avg	Std	Std/Avg	#species	#genes	avg-genes-per-species	std	length	%min_0.05	%min_0.1	%min_0.2	%min_0.3	%min_0.4	%min_0.5	mean_cons	med_cons	q1	q2	q3	q4	q5	q6	q7	q8	q9	GC_Max	GC_Min	GC_Mean	GC_Median	GC_Std	GC_MAD	Recall_normByKOtop20	Precision_normByKOtop20	Recall_highestGenes	Precision_highestGenes
K01619	720.661816	97.415240	0.135175	1520.000000	1718.000000	1.130263	0.394338	1738.000000	0.552000	0.467000	0.390000	0.340000	0.252000	0.195000	0.102000	0.004600	5.750000e-04	5.750000e-04	0.001150	0.002870	0.004600	0.008050	0.017200	0.090900	0.434000	0.789000	0.248000	0.508000	0.489000	0.125000	0.093600	0.970067	0.999824	0.970430	1.000000
K01620	1035.363331	48.748936	0.047084	1055.000000	1189.000000	1.127014	0.370880	895.000000	1.448000	1.344000	1.211000	1.041000	0.808000	0.556000	0.129000	0.004460	0.001110	0.001110	0.002230	0.003350	0.004460	0.008930	0.029000	0.301000	0.513000	0.775000	0.249000	0.570000	0.599000	0.121000	0.081100	0.981947	0.996211	0.981720	1.000000
K01622	1125.745665	84.981695	0.075489	173.000000	173.000000	1.000000	0.000000	173.000000	7.312000	6.797000	6.468000	6.184000	5.000000	4.167000	0.393000	0.358000	0.005780	0.011500	0.034600	0.150000	0.358000	0.479000	0.624000	0.809000	0.959000	0.709000	0.309000	0.491000	0.486000	0.096200	0.089900	0.995606	1.000000	0.995606	1.000000
K01623	959.910180	70.058219	0.072984	329.000000	334.000000	1.015198	0.122524	339.000000	3.342000	3.271000	3.112000	2.784000	2.265000	1.445000	0.357000	0.377000	0.002940	0.008840	0.041200	0.274000	0.377000	0.448000	0.501000	0.584000	0.790000	0.745000	0.293000	0.531000	0.570000	0.124000	0.083100	0.987480	0.984525	0.988107	0.994144
K01624	971.230551	104.272043	0.107361	1923.000000	2468.000000	1.283411	0.735788	1799.000000	0.756000	0.702000	0.538000	0.459000	0.333000	0.241000	0.136000	0.002770	5.550000e-04	0.001110	0.001660	0.001660	0.002770	0.006110	0.106000	0.295000	0.516000	0.789000	0.217000	0.493000	0.481000	0.106000	0.082700	0.973893	0.973815	0.976643	0.991396
K01625	645.671276	55.825453	0.086461	1289.000000	1591.000000	1.234290	0.533973	1591.000000	0.467000	0.441000	0.402000	0.360000	0.252000	0.177000	0.095600	0.003770	6.280000e-04	6.280000e-04	0.001250	0.002510	0.003770	0.005650	0.008790	0.038300	0.417000	0.799000	0.232000	0.542000	0.542000	0.125000	0.106000	0.967829	0.999477	0.970170	1.000000
K01626	1148.933086	136.674230	0.118958	1403.000000	2421.000000	1.725588	0.859350	1819.000000	0.900000	0.844000	0.665000	0.542000	0.431000	0.304000	0.153000	0.004940	5.490000e-04	5.490000e-04	0.001090	0.002740	0.004940	0.016400	0.146000	0.345000	0.566000	0.762000	0.137000	0.549000	0.544000	0.106000	0.084700	0.981696	0.999666	0.989757	1.000000
K01627	840.004710	33.886507	0.040341	1239.000000	1274.000000	1.028249	0.165749	1274.000000	0.738000	0.678000	0.663000	0.636000	0.520000	0.408000	0.232000	0.004700	7.840000e-04	7.840000e-04	0.001560	0.002350	0.004700	0.056500	0.381000	0.534000	0.802000	0.741000	0.267000	0.512000	0.514000	0.105000	0.088600	0.989507	0.999700	0.961476	1.000000
K01628	677.017291	112.393307	0.166012	949.000000	1041.000000	1.096944	0.316696	1041.000000	0.896000	0.715000	0.625000	0.536000	0.366000	0.240000	0.052400	0.002880	9.600000e-04	9.600000e-04	0.001920	0.001920	0.002880	0.003840	0.005760	0.010500	0.135000	0.800000	0.241000	0.523000	0.521000	0.130000	0.119000	0.986896	0.979747	0.982535	0.994042
K01629	833.442379	112.652688	0.135166	265.000000	269.000000	1.015094	0.122159	269.000000	3.249000	3.163000	3.104000	3.066000	2.877000	2.446000	0.269000	0.014800	0.003710	0.007430	0.007430	0.007430	0.014800	0.048300	0.501000	0.646000	0.877000	0.682000	0.323000	0.512000	0.550000	0.081700	0.037900	0.993855	1.000000	0.990406	1.000000
K01630	776.903226	26.181064	0.033699	238.000000	248.000000	1.042017	0.201050	248.000000	3.366000	3.250000	3.112000	3.104000	2.971000	2.641000	0.400000	0.443000	0.004030	0.008060	0.012000	0.040300	0.443000	0.580000	0.689000	0.802000	0.927000	0.735000	0.316000	0.582000	0.563000	0.085800	0.037900	0.943927	0.964844	0.966958	1.000000
K01631	635.982196	53.529195	0.084168	296.000000	337.000000	1.138514	0.365091	337.000000	2.100000	1.985000	1.875000	1.848000	1.685000	1.338000	0.286000	0.014800	0.002960	0.005930	0.005930	0.005930	0.014800	0.364000	0.504000	0.626000	0.878000	0.796000	0.384000	0.636000	0.624000	0.068700	0.040400	0.980256	0.954250	0.960376	1.000000
K01633	381.308725	96.247697	0.252414	1717.000000	1788.000000	1.041351	0.229096	1788.000000	0.261000	0.229000	0.203000	0.178000	0.117000	0.082200	0.034900	0.001110	5.590000e-04	5.590000e-04	0.001110	0.001110	0.001110	0.001670	0.002790	0.004470	0.027900	0.768000	0.186000	0.499000	0.500000	0.129000	0.116000	0.956965	0.998676	0.966466	1.000000
K01635	983.965616	69.560682	0.070694	269.000000	349.000000	1.297398	0.511831	349.000000	2.994000	2.931000	2.828000	2.799000	2.538000	2.091000	0.351000	0.320000	0.002860	0.002860	0.005730	0.017100	0.320000	0.472000	0.601000	0.759000	0.905000	0.707000	0.301000	0.431000	0.406000	0.082400	0.032600	0.997544	1.000000	0.997530	1.000000
K01636	1480.038462	846.057310	0.571645	69.000000	78.000000	1.130435	0.380133	92.000000	28.217000	27.239000	25.326000	20.228000	13.782000	9.695000	0.322000	0.326000	0.010800	0.021700	0.173000	0.271000	0.326000	0.380000	0.456000	0.565000	0.641000	0.755000	0.323000	0.533000	0.534000	0.109000	0.094400	0.348471	0.961253	0.641280	0.985124
K01637	1391.973885	239.497143	0.172056	827.000000	919.000000	1.111245	0.364538	722.000000	3.447000	2.250000	1.840000	1.781000	1.603000	1.300000	0.264000	0.083100	0.001380	0.006920	0.042900	0.070600	0.083100	0.121000	0.418000	0.596000	0.790000	0.742000	0.330000	0.580000	0.603000	0.083700	0.052100	0.992411	0.995701	0.991717	0.997527
K01638	1836.911846	405.179560	0.220576	901.000000	1089.000000	1.208657	0.435600	930.000000	2.662000	2.578000	2.375000	1.963000	1.539000	0.910000	0.221000	0.027900	0.001070	0.002150	0.006450	0.013900	0.027900	0.236000	0.367000	0.458000	0.607000	0.774000	0.317000	0.566000	0.576000	0.099700	0.077000	0.991135	1.000000	0.990556	1.000000
K01639	892.593968	61.995198	0.069455	399.000000	431.000000	1.080201	0.271944	431.000000	2.262000	2.222000	2.146000	2.053000	1.696000	1.218000	0.406000	0.422000	0.002320	0.006960	0.157000	0.366000	0.422000	0.494000	0.568000	0.684000	0.865000	0.740000	0.244000	0.451000	0.436000	0.090300	0.082700	0.969718	0.997089	0.974637	1.000000
K01640	918.831325	38.245342	0.041624	681.000000	913.000000	1.340675	0.794247	962.000000	1.082000	1.001000	0.941000	0.903000	0.762000	0.554000	0.093400	0.002070	0.001030	0.001030	0.001030	0.001030	0.002070	0.003110	0.006230	0.024900	0.456000	0.764000	0.312000	0.606000	0.654000	0.116000	0.059800	0.936595	0.929410	0.936930	0.945946
K01641	1159.976471	92.556675	0.079792	502.000000	510.000000	1.015936	0.125354	412.000000	4.004000	3.245000	2.953000	2.543000	1.849000	1.225000	0.181000	0.024200	0.002420	0.002420	0.004850	0.007280	0.024200	0.067900	0.279000	0.405000	0.572000	0.735000	0.299000	0.468000	0.443000	0.100000	0.068600	0.983473	0.982089	0.980832	1.000000
K01643	1524.596639	85.895284	0.056340	312.000000	357.000000	1.144231	0.360910	357.000000	4.459000	4.414000	4.355000	4.268000	3.885000	3.229000	0.562000	0.577000	0.014000	0.294000	0.422000	0.504000	0.577000	0.661000	0.803000	0.935000	0.985000	0.693000	0.321000	0.519000	0.552000	0.085400	0.040700	0.993847	1.000000	0.939880	1.000000
K01644	888.027944	64.538280	0.072676	908.000000	1503.000000	1.655286	1.133389	1503.000000	0.786000	0.677000	0.586000	0.504000	0.392000	0.254000	0.107000	0.005980	6.650000e-04	6.650000e-04	0.001330	0.002660	0.005980	0.010600	0.027200	0.142000	0.445000	0.808000	0.287000	0.616000	0.643000	0.105000	0.067800	0.956640	0.994289	0.926520	0.997459
K01646	295.240469	10.632398	0.036013	297.000000	341.000000	1.148148	0.374353	341.000000	0.914000	0.912000	0.870000	0.865000	0.744000	0.568000	0.438000	0.460000	0.002930	0.005860	0.120000	0.378000	0.460000	0.524000	0.618000	0.785000	0.961000	0.683000	0.295000	0.508000	0.555000	0.084500	0.049800	1.000000	1.000000	0.990431	1.000000
K01647	1210.382035	140.006529	0.115671	1856.000000	2594.000000	1.397629	0.808496	2183.000000	0.675000	0.617000	0.583000	0.524000	0.398000	0.273000	0.098300	0.002290	4.580000e-04	4.580000e-04	9.160000e-04	0.001370	0.002290	0.004580	0.012300	0.049900	0.448000	0.790000	0.259000	0.539000	0.545000	0.115000	0.091900	0.974751	0.972064	0.979811	0.987131
K01649	1565.094298	204.194836	0.130468	1869.000000	2736.000000	1.463884	0.620325	2250.000000	0.967000	0.860000	0.706000	0.593000	0.426000	0.283000	0.095900	0.002660	4.440000e-04	4.440000e-04	8.880000e-04	0.001770	0.002660	0.004880	0.013700	0.114000	0.407000	0.751000	0.135000	0.527000	0.532000	0.114000	0.096500	0.977720	0.971404	0.982727	0.997763
K01652	1701.742694	107.944893	0.063432	1948.000000	4209.000000	2.160678	1.351198	2997.000000	0.709000	0.624000	0.550000	0.492000	0.368000	0.263000	0.076500	0.002330	3.330000e-04	6.670000e-04	0.001000	0.001660	0.002330	0.003670	0.007670	0.023300	0.351000	0.794000	0.177000	0.551000	0.562000	0.113000	0.091600	0.977490	0.981018	0.979195	0.992021
K01653	479.229492	87.128972	0.181811	1791.000000	2048.000000	1.143495	0.372311	1477.000000	0.402000	0.359000	0.333000	0.302000	0.227000	0.167000	0.122000	0.007440	6.770000e-04	6.770000e-04	0.001350	0.003380	0.007440	0.016200	0.031800	0.240000	0.505000	0.763000	0.216000	0.502000	0.498000	0.107000	0.085600	0.993648	0.999510	0.993325	1.000000
K01654	1089.306533	268.130969	0.246148	523.000000	597.000000	1.141491	0.409489	597.000000	2.135000	1.949000	1.765000	1.462000	1.035000	0.725000	0.062300	0.005020	0.001670	0.001670	0.003350	0.003350	0.005020	0.006700	0.010000	0.016700	0.251000	0.798000	0.266000	0.467000	0.428000	0.125000	0.081700	0.982200	0.959559	0.991544	1.000000
K01657	1488.749613	115.349835	0.077481	1827.000000	1937.000000	1.060208	0.251368	1403.000000	1.401000	1.238000	1.032000	0.879000	0.635000	0.435000	0.089700	0.002130	7.120000e-04	7.120000e-04	7.120000e-04	0.001420	0.002130	0.004980	0.011400	0.062700	0.384000	0.771000	0.093000	0.527000	0.539000	0.126000	0.110000	0.963152	0.975619	0.969267	0.991503
K01658	590.964729	34.300728	0.058042	1432.000000	1531.000000	1.069134	0.264556	1531.000000	0.446000	0.403000	0.371000	0.337000	0.256000	0.209000	0.109000	0.002610	6.530000e-04	6.530000e-04	0.001300	0.001950	0.002610	0.004570	0.015600	0.061300	0.488000	0.751000	0.185000	0.493000	0.478000	0.118000	0.098600	0.911028	0.941321	0.981783	0.984720
K01659	1156.354610	31.591693	0.027320	404.000000	423.000000	1.047030	0.211965	423.000000	2.827000	2.799000	2.768000	2.704000	2.555000	2.222000	0.458000	0.510000	0.002360	0.004720	0.016500	0.378000	0.510000	0.612000	0.725000	0.886000	0.983000	0.749000	0.310000	0.567000	0.557000	0.078600	0.066700	0.925882	0.965643	0.781306	0.971828
K01661	862.306452	57.045160	0.066154	905.000000	930.000000	1.027624	0.205858	930.000000	1.049000	1.004000	0.941000	0.886000	0.773000	0.624000	0.317000	0.090300	0.001070	0.001070	0.002150	0.011800	0.090300	0.376000	0.515000	0.690000	0.963000	0.740000	0.282000	0.533000	0.540000	0.100000	0.088500	0.996294	0.996910	0.988333	1.000000
K01662	1881.833498	97.259951	0.051684	1891.000000	2030.000000	1.073506	0.261034	2030.000000	1.067000	0.994000	0.925000	0.856000	0.656000	0.480000	0.164000	0.004920	4.920000e-04	9.850000e-04	0.001470	0.002460	0.004920	0.009850	0.068900	0.382000	0.632000	0.774000	0.255000	0.530000	0.536000	0.121000	0.108000	0.986696	0.999202	0.986695	1.000000
K01664	596.645621	39.161006	0.065635	490.000000	491.000000	1.002041	0.045175	491.000000	1.417000	1.303000	1.167000	1.130000	0.977000	0.806000	0.259000	0.024400	0.002030	0.002030	0.004070	0.006100	0.024400	0.132000	0.433000	0.608000	0.861000	0.742000	0.245000	0.519000	0.533000	0.120000	0.084000	0.858272	0.979358	0.802696	1.000000
K01665	1299.810568	168.444605	0.129592	1001.000000	1003.000000	1.001998	0.044677	1003.000000	1.856000	1.567000	1.285000	1.054000	0.757000	0.497000	0.101000	0.003980	9.970000e-04	9.970000e-04	0.001990	0.001990	0.003980	0.007970	0.022900	0.136000	0.411000	0.781000	0.230000	0.518000	0.511000	0.135000	0.112000	0.947364	0.994846	0.976684	0.998927
K01666	1052.599613	143.920144	0.136728	375.000000	517.000000	1.378667	0.756839	517.000000	2.487000	2.071000	1.994000	1.936000	1.702000	1.266000	0.141000	0.009670	0.001930	0.003860	0.003860	0.005800	0.009670	0.013500	0.027000	0.359000	0.603000	0.753000	0.264000	0.591000	0.632000	0.110000	0.052700	0.986868	0.996498	0.988576	1.000000
K01667	1400.850000	76.423559	0.054555	251.000000	260.000000	1.035857	0.206662	260.000000	5.738000	5.476000	5.473000	5.461000	5.065000	4.130000	0.488000	0.526000	0.011500	0.015300	0.369000	0.450000	0.526000	0.600000	0.700000	0.834000	0.953000	0.764000	0.310000	0.534000	0.507000	0.092700	0.061600	0.972331	0.994556	0.996105	1.000000
K01669	1390.543364	156.107007	0.112263	1234.000000	1522.000000	1.233387	0.554261	1422.000000	1.435000	1.199000	0.915000	0.710000	0.496000	0.332000	0.067200	0.004210	7.030000e-04	0.001400	0.001400	0.002810	0.004210	0.007030	0.013300	0.035100	0.260000	0.793000	0.202000	0.530000	0.536000	0.132000	0.113000	0.980341	0.984053	0.982953	0.999393
K01673	720.520198	355.432810	0.493300	1646.000000	2624.000000	1.594168	0.880351	2445.000000	0.464000	0.334000	0.239000	0.177000	0.119000	0.078900	0.026400	0.002040	4.080000e-04	4.080000e-04	8.170000e-04	0.001220	0.002040	0.003270	0.006540	0.014700	0.030600	0.765000	0.263000	0.542000	0.555000	0.116000	0.094200	0.982781	0.968980	0.981509	0.999849
K01674	743.426230	140.216267	0.188608	350.000000	366.000000	1.045714	0.222441	368.000000	2.516000	2.301000	2.054000	1.817000	1.263000	0.866000	0.138000	0.010800	0.002710	0.002710	0.005430	0.008150	0.010800	0.019000	0.046100	0.326000	0.502000	0.758000	0.271000	0.487000	0.455000	0.105000	0.067800	0.978866	0.998395	0.992258	1.000000
K01676	1582.800613	121.282831	0.076625	827.000000	978.000000	1.182588	0.436569	978.000000	1.850000	1.780000	1.752000	1.662000	1.449000	1.080000	0.309000	0.246000	0.001020	0.001020	0.002040	0.008170	0.246000	0.425000	0.512000	0.594000	0.845000	0.794000	0.321000	0.558000	0.548000	0.084700	0.058100	0.991283	0.999333	0.990560	1.000000
K01677	848.928571	24.670404	0.029061	353.000000	378.000000	1.070822	0.267721	378.000000	2.359000	2.288000	2.235000	2.113000	1.642000	1.267000	0.295000	0.089900	0.002640	0.002640	0.005290	0.010500	0.089900	0.351000	0.465000	0.621000	0.854000	0.717000	0.300000	0.469000	0.454000	0.106000	0.074000	0.957019	0.999767	0.965160	1.000000
K01678	556.365854	35.937960	0.064594	347.000000	369.000000	1.063401	0.244034	369.000000	1.691000	1.620000	1.517000	1.411000	1.073000	0.842000	0.289000	0.124000	0.002710	0.002710	0.008130	0.018900	0.124000	0.338000	0.455000	0.601000	0.821000	0.746000	0.301000	0.471000	0.457000	0.109000	0.085900	0.933140	0.998292	0.986727	1.000000
K01679	1388.967723	81.395662	0.058602	1680.000000	1735.000000	1.032738	0.184574	1448.000000	1.006000	0.981000	0.962000	0.936000	0.765000	0.603000	0.217000	0.002760	6.900000e-04	6.900000e-04	6.900000e-04	0.001380	0.002760	0.008280	0.348000	0.515000	0.806000	0.740000	0.270000	0.527000	0.539000	0.115000	0.107000	0.965930	0.996191	0.978164	0.999956
K01681	2565.327511	292.176606	0.113894	1670.000000	2061.000000	1.234132	0.483059	1536.000000	2.102000	1.861000	1.732000	1.598000	1.259000	0.921000	0.200000	0.010400	6.510000e-04	0.001300	0.001950	0.003250	0.010400	0.055300	0.320000	0.468000	0.684000	0.730000	0.262000	0.547000	0.560000	0.105000	0.084900	0.993531	0.998377	0.992202	1.000000
K01682	2594.217391	145.172519	0.055960	721.000000	736.000000	1.020804	0.142828	736.000000	3.671000	3.584000	3.539000	3.493000	3.222000	2.790000	0.454000	0.490000	0.001350	0.005430	0.031200	0.338000	0.490000	0.608000	0.743000	0.910000	0.975000	0.704000	0.332000	0.536000	0.554000	0.086800	0.074200	0.990437	0.999942	0.989865	1.000000
K01684	1159.913043	41.079232	0.035416	347.000000	414.000000	1.193084	0.492908	445.000000	2.730000	2.615000	2.584000	2.573000	2.330000	1.844000	0.154000	0.004490	0.002240	0.002240	0.002240	0.002240	0.004490	0.008980	0.017900	0.408000	0.689000	0.743000	0.347000	0.579000	0.586000	0.092400	0.064700	0.990994	0.876442	0.990557	0.982292
K01685	1496.413866	107.647744	0.071937	424.000000	476.000000	1.122642	0.387825	476.000000	3.569000	3.342000	3.228000	3.071000	2.657000	2.035000	0.333000	0.317000	0.002100	0.004200	0.012600	0.044100	0.317000	0.436000	0.527000	0.640000	0.865000	0.750000	0.305000	0.562000	0.547000	0.098700	0.081500	0.970886	0.999294	0.989284	1.000000
K01686	1134.000000	74.454340	0.065656	563.000000	654.000000	1.161634	0.454889	654.000000	1.958000	1.891000	1.844000	1.714000	1.417000	1.039000	0.245000	0.015200	0.001520	0.003050	0.004580	0.006110	0.015200	0.220000	0.418000	0.539000	0.785000	0.731000	0.314000	0.513000	0.527000	0.094900	0.070500	0.949526	0.952381	0.949526	0.952381
K01687	1748.960645	109.104596	0.062383	1890.000000	2668.000000	1.411640	0.969013	1951.000000	1.036000	0.979000	0.912000	0.848000	0.689000	0.506000	0.154000	0.001530	5.120000e-04	5.120000e-04	5.120000e-04	0.001020	0.001530	0.003580	0.031700	0.378000	0.614000	0.753000	0.206000	0.562000	0.579000	0.109000	0.083300	0.981511	0.993547	0.981863	0.994781
K01689	1288.649825	60.218096	0.046730	2414.000000	2573.000000	1.065866	0.303678	1861.000000	0.728000	0.710000	0.692000	0.657000	0.543000	0.445000	0.268000	0.013400	5.370000e-04	0.001610	0.002680	0.004830	0.013400	0.264000	0.429000	0.626000	0.916000	0.751000	0.244000	0.501000	0.487000	0.108000	0.081600	0.981387	0.996066	0.965014	0.997633
K01690	1828.070122	79.745461	0.043623	634.000000	656.000000	1.034700	0.199670	656.000000	2.963000	2.842000	2.780000	2.750000	2.445000	2.042000	0.444000	0.466000	0.003040	0.006090	0.028900	0.355000	0.466000	0.560000	0.695000	0.873000	0.992000	0.755000	0.322000	0.585000	0.582000	0.093600	0.078600	0.992149	0.999655	0.991169	1.000000
K01692	816.240997	108.289344	0.132668	624.000000	2527.000000	4.049679	5.463943	2527.000000	0.468000	0.370000	0.313000	0.277000	0.224000	0.145000	0.065800	0.002370	3.950000e-04	3.950000e-04	7.910000e-04	0.001580	0.002370	0.003950	0.009890	0.029600	0.265000	0.782000	0.317000	0.660000	0.669000	0.059500	0.025800	0.929077	0.730425	0.939131	0.967386
K01693	599.404152	42.153755	0.070326	1440.000000	1445.000000	1.003472	0.058844	1205.000000	0.528000	0.511000	0.492000	0.474000	0.390000	0.287000	0.156000	0.005800	8.290000e-04	8.290000e-04	8.290000e-04	0.002480	0.005800	0.010700	0.020700	0.387000	0.619000	0.756000	0.118000	0.535000	0.562000	0.116000	0.087600	0.982277	1.000000	0.997601	1.000000
K01695	797.951447	45.183945	0.056625	2011.000000	2039.000000	1.013923	0.121373	2039.000000	0.465000	0.430000	0.390000	0.344000	0.240000	0.172000	0.129000	0.003430	4.900000e-04	9.800000e-04	0.001470	0.001960	0.003430	0.008330	0.029400	0.306000	0.505000	0.783000	0.115000	0.526000	0.531000	0.131000	0.118000	0.964315	0.999397	0.968024	1.000000
K01696	1228.531975	126.980234	0.103359	2010.000000	2111.000000	1.050249	0.220778	2114.000000	0.622000	0.594000	0.564000	0.539000	0.456000	0.359000	0.123000	0.001890	4.730000e-04	4.730000e-04	9.460000e-04	0.001410	0.001890	0.004730	0.012700	0.049100	0.560000	0.758000	0.216000	0.535000	0.542000	0.107000	0.094300	0.961799	0.992462	0.981446	0.999582
K01697	1250.068323	189.760346	0.151800	445.000000	483.000000	1.085393	0.287718	440.000000	3.668000	3.404000	3.211000	2.827000	2.143000	1.484000	0.234000	0.038600	0.002270	0.002270	0.004540	0.011300	0.038600	0.252000	0.375000	0.488000	0.679000	0.745000	0.290000	0.567000	0.616000	0.126000	0.076400	0.932392	0.958570	0.974505	1.000000
K01698	996.306852	33.384023	0.033508	1949.000000	2014.000000	1.033350	0.185225	1664.000000	0.656000	0.615000	0.594000	0.555000	0.432000	0.337000	0.208000	0.008410	6.000000e-04	6.000000e-04	0.001200	0.003000	0.008410	0.028800	0.322000	0.481000	0.769000	0.749000	0.268000	0.517000	0.524000	0.119000	0.116000	0.985164	0.999901	0.985164	1.000000
K01703	1375.497844	126.222372	0.091765	1845.000000	2087.000000	1.131165	0.451713	2087.000000	0.731000	0.699000	0.672000	0.638000	0.523000	0.396000	0.156000	0.002390	4.790000e-04	4.790000e-04	9.580000e-04	0.001430	0.002390	0.003830	0.013800	0.388000	0.663000	0.749000	0.179000	0.553000	0.564000	0.111000	0.092000	0.971420	0.985450	0.978946	0.991525
